function,metric
bls_gen,0.5360332148439347
bls_sign,0.30750941062966936
bls_ver,3.042747476490013
bls_gen,0.5731379616591674
bls_sign,0.29760525905423735
bls_ver,3.0212569458948235
bls_gen,0.5554872050964165
bls_sign,0.3933964428305634
bls_ver,3.098540919688025
bls_gen,0.5063682296872143
bls_sign,0.3559756809638603
bls_ver,2.9676482653783474
bls_gen,0.4983469795187312
bls_sign,0.32287444950805766
bls_ver,2.99042982240518
bls_gen,0.5620754903223785
bls_sign,0.29442011465628964
bls_ver,2.988967523790079
bls_gen,0.551111495842535
bls_sign,0.3953318516578948
bls_ver,3.020948711153547
bls_gen,0.47937819643153023
bls_sign,0.2697384486926928
bls_ver,3.020396130383013
bls_gen,0.5585461412039053
bls_sign,0.2417535294261241
bls_ver,2.983398523198255
bls_gen,0.5527958295080398
bls_sign,0.2936893599314819
bls_ver,3.0054524142460903
bbs_gen,0.5318478836284752
bbs_sign,0.07784983160595106
bbs_ver,2.601667594495748
bbs_gen,0.5213907678094172
bbs_sign,0.07808222287231015
bbs_ver,2.577467312001532
bbs_gen,0.5290506208936391
bbs_sign,0.07631376230054432
bbs_ver,2.578500712911282
bbs_gen,0.5439980049431323
bbs_sign,0.07429393679731426
bbs_ver,2.595877611984816
bbs_gen,0.5198575077371461
bbs_sign,0.07893406175904796
bbs_ver,2.5886473724577073
bbs_gen,0.4640804247723684
bbs_sign,0.07775184846586647
bbs_ver,2.5810959188805587
bbs_gen,0.515758103297815
bbs_sign,0.07552127449048891
bbs_ver,2.593730322453699
bbs_gen,0.4884651951077917
bbs_sign,0.07655882805585858
bbs_ver,2.6069855070776575
bbs_gen,0.465613460159964
bbs_sign,0.07811222015155687
bbs_ver,2.6212017822762292
bbs_gen,0.47651533772548055
bbs_sign,0.07616202690535132
bbs_ver,2.5677001406169477
cls_gen,1.0914231902195324
cls_sign,0.228282506333457
cls_ver,5.244688033627145
cls_gen,1.000749386921523
cls_sign,0.23376981491843865
cls_ver,5.241730584436021
cls_gen,1.0403891274415775
cls_sign,0.23274970494210714
cls_ver,5.238485694560728
cls_gen,1.044827459355197
cls_sign,0.23018500472936362
cls_ver,5.258136694514115
cls_gen,1.080219307086536
cls_sign,0.23461285086141678
cls_ver,5.25474217825466
cls_gen,1.0319659849504625
cls_sign,0.23401138294074247
cls_ver,5.256649712961644
cls_gen,1.0643325107875772
cls_sign,0.2311857998950611
cls_ver,5.247026014021712
cls_gen,1.1090357205106174
cls_sign,0.23393670361903005
cls_ver,5.245398096938861
cls_gen,1.060735074157516
cls_sign,0.23030503549509562
cls_ver,5.242411448508497
cls_gen,1.0953872505575466
cls_sign,0.2313329599632159
cls_ver,5.251681642515803
zss_gen,0.08147552814748549
zss_sign,0.5360171901186308
zss_ver,2.199788643419737
zss_gen,0.0740033290866348
zss_sign,0.5344101996057568
zss_ver,2.200439003648032
zss_gen,0.07602987946735486
zss_sign,0.5210818724748169
zss_ver,2.2022149835526874
zss_gen,0.07339247698585191
zss_sign,0.5305289927787247
zss_ver,2.2022165641271525
zss_gen,0.0740755138132307
zss_sign,0.5120301251610112
zss_ver,2.2077396090659858
zss_gen,0.07297796333001721
zss_sign,0.5115561976201011
zss_ver,2.209637904788046
zss_gen,0.0702344001829625
zss_sign,0.5256307319220571
zss_ver,2.2105376304023916
zss_gen,0.07261368403832118
zss_sign,0.5009030343757734
zss_ver,2.2129776878903336
zss_gen,0.07094301066464852
zss_sign,0.5595632863706997
zss_ver,2.2138089491261495
zss_gen,0.07259450615280202
zss_sign,0.5102444470425449
zss_ver,2.210836538299914
ibe_gen,0.071890520412061
ibe_ext,1.9350065679516977
ibe_enc,4.490535048974858
ibe_dec,2.1298234631617743
ibe_gen,0.07167170544465382
ibe_ext,1.910248475008537
ibe_enc,4.4922082799011
ibe_dec,2.1272098364929333
ibe_gen,0.0688278627726767
ibe_ext,1.8953192258212281
ibe_enc,4.505930785114543
ibe_dec,2.130206595179106
ibe_gen,0.07322089094254705
ibe_ext,1.808718826133344
ibe_enc,4.5060235789133255
ibe_dec,2.1307586442596453
ibe_gen,0.07493744045495987
ibe_ext,1.8813926700999384
ibe_enc,4.516418169521664
ibe_dec,2.1289166924191916
ibe_gen,0.07273310837646327
ibe_ext,1.8840110831376562
ibe_enc,4.504456773350615
ibe_dec,2.13135905262498
ibe_gen,0.07396554834312864
ibe_ext,1.8599854977594585
ibe_enc,4.57925667858785
ibe_dec,2.122536332855621
ibe_gen,0.07557957799070415
ibe_ext,1.8498292660878701
ibe_enc,4.43541215971114
ibe_dec,2.121596076016629
ibe_gen,0.07372093479666444
ibe_ext,1.7309530319273585
ibe_enc,4.4575474750664625
ibe_dec,2.1180179092205247
ibe_gen,0.07189648937020034
ibe_ext,1.908280575548609
ibe_enc,4.386167836263795
ibe_dec,2.123673534591993
