function,metric
bls_gen,4616
bls_sign,3512
bls_ver,9488
bls_res_size,33
bbs_gen,4616
bbs_sign,3664
bbs_ver,8760
bbs_res_size,33
cls_gen,4624
cls_sign,3552
cls_ver,9664
cls_res_size,99
zss_gen,3464
zss_sign,4896
zss_ver,8656
zss_res_size,65
ibe_gen,3464
ibe_ext,4312
ibe_enc,9256
ibe_dec,8512
ibe_res_size,65
