function,metric
gpsw_setup_avg,2902
gpsw_enc_avg,3472
gpsw_keygen_avg,3927
gpsw_dec_seq_avg,11058
gpsw_setup_avg,2902
gpsw_enc_avg,3472
gpsw_keygen_avg,4130
gpsw_dec_seq_avg,20811
gpsw_setup_avg,2902
gpsw_enc_avg,3472
gpsw_keygen_avg,4017
gpsw_dec_seq_avg,17719
gpsw_setup_avg,2902
gpsw_enc_avg,3472
gpsw_keygen_avg,4029
gpsw_dec_seq_avg,18076
gpsw_setup_avg,2902
gpsw_enc_avg,3472
gpsw_keygen_avg,4046
gpsw_dec_seq_avg,27498
gpsw_dec_sim_avg,11532
gpsw_dec_sim_avg,6420
gpsw_dec_sim_avg,12235
gpsw_dec_sim_avg,13331
gpsw_dec_sim_avg,11244
gpsw_dec_sim_avg,9958
gpsw_dec_sim_avg,13681
gpsw_dec_sim_avg,8007
gpsw_dec_sim_avg,13171
gpsw_dec_sim_avg,8104
gpsw_dec_sim_avg,10508
gpsw_dec_sim_avg,8100
gpsw_dec_sim_avg,14321
gpsw_dec_sim_avg,10390
gpsw_dec_sim_avg,12812
gpsw_dec_sim_avg,10783
gpsw_dec_sim_avg,10630
gpsw_dec_sim_avg,13946
gpsw_dec_sim_avg,13204
gpsw_dec_sim_avg,7338
gpsw_dec_sim_avg,7739
gpsw_dec_sim_avg,12063
gpsw_dec_sim_avg,15013
gpsw_dec_sim_avg,7738
gpsw_dec_sim_avg,10383
gpsw_dec_sim_avg,12061
gpsw_dec_sim_avg,15423
gpsw_dec_sim_avg,9717
gpsw_dec_sim_avg,8006
gpsw_dec_sim_avg,12620
gpsw_setup_worst,2902
gpsw_enc_worst,3472
gpsw_keygen_worst,4152
gpsw_dec_seq_worst,27109
gpsw_setup_worst,2902
gpsw_enc_worst,3472
gpsw_keygen_worst,4152
gpsw_dec_seq_worst,27109
gpsw_setup_worst,2902
gpsw_enc_worst,3473
gpsw_keygen_worst,4152
gpsw_dec_seq_worst,27109
gpsw_setup_worst,2902
gpsw_enc_worst,3472
gpsw_keygen_worst,4152
gpsw_dec_seq_worst,27109
gpsw_setup_worst,2902
gpsw_enc_worst,3472
gpsw_keygen_worst,4152
gpsw_dec_seq_worst,27109
gpsw_setup_worst,2902
gpsw_enc_worst,3472
gpsw_keygen_worst,4152
gpsw_dec_seq_worst,27109
gpsw_setup_worst,2902
gpsw_enc_worst,3472
