function,metric
bsw_setup,6760
bsw_enc,6408
bsw_keygen,3752
bsw_dec,15760
bsw_setup,6760
bsw_enc,6408
bsw_keygen,3752
bsw_dec,15760
bsw_setup,6760
bsw_enc,6408
bsw_keygen,3752
bsw_dec,10088
bsw_setup,6760
bsw_enc,6408
bsw_keygen,3752
bsw_dec,17120
bsw_setup,6760
bsw_enc,6408
bsw_keygen,3752
bsw_dec,18504
bsw_setup,6760
bsw_enc,6408
bsw_keygen,3752
bsw_dec,15752
bsw_setup,6760
bsw_enc,6408
bsw_keygen,3752
bsw_dec,10096
bsw_setup,6760
bsw_enc,6408
bsw_keygen,3752
bsw_dec,12096
bsw_setup,6760
bsw_enc,6408
bsw_keygen,3752
bsw_dec,9080
bsw_setup,6760
bsw_enc,6408
bsw_keygen,3752
bsw_dec,9080
bsw_setup,6760
bsw_enc,6408
bsw_keygen,3752
bsw_dec,11088
bsw_setup,6760
bsw_enc,6408
bsw_keygen,3752
bsw_dec,15752
bsw_setup,6760
bsw_enc,6408
bsw_keygen,3752
bsw_dec,12088
bsw_setup,6760
bsw_enc,6408
bsw_keygen,3752
bsw_dec,15744
bsw_setup,6760
bsw_enc,6408
bsw_keygen,3752
bsw_dec,17128
bsw_setup,6760
bsw_enc,6408
bsw_keygen,3752
bsw_dec,11088
bsw_setup,6760
bsw_enc,6408
bsw_keygen,3752
bsw_dec,11088
bsw_setup,6760
bsw_enc,6408
bsw_keygen,3752
bsw_dec,12080
bsw_setup,6760
bsw_enc,6408
bsw_keygen,3752
bsw_dec,18520
bsw_setup,6760
bsw_enc,6408
bsw_keygen,3752
bsw_dec,13088
bsw_setup,6760
bsw_enc,6408
bsw_keygen,3752
bsw_dec,11080
bsw_setup,6760
bsw_enc,6408
bsw_keygen,3752
bsw_dec,18504
bsw_setup,6760
bsw_enc,6408
bsw_keygen,3752
bsw_dec,15760
bsw_setup,6760
bsw_enc,6408
bsw_keygen,3752
bsw_dec,15752
bsw_setup,6760
bsw_enc,6408
bsw_keygen,3752
bsw_dec,12096
bsw_setup,6760
bsw_enc,6408
bsw_keygen,3752
bsw_dec,18496
bsw_setup,6760
bsw_enc,6408
bsw_keygen,3752
bsw_dec,9080
bsw_setup,6760
bsw_enc,6408
bsw_keygen,3752
bsw_dec,12104
bsw_setup,6760
bsw_enc,6408
bsw_keygen,3752
bsw_dec,17144
bsw_setup,6760
bsw_enc,6408
bsw_keygen,3752
bsw_dec,14384
