function,metric
bsw_setup,1155
bsw_enc,14992
bsw_keygen,14586
bsw_dec,29888
bsw_setup,1155
bsw_enc,15061
bsw_keygen,14553
bsw_dec,77531
bsw_setup,1155
bsw_enc,14979
bsw_keygen,14568
bsw_dec,53831
bsw_setup,1155
bsw_enc,15026
bsw_keygen,14568
bsw_dec,18578
bsw_setup,1155
bsw_enc,14904
bsw_keygen,14565
bsw_dec,60180
bsw_setup,1155
bsw_enc,15224
bsw_keygen,14612
bsw_dec,51168
bsw_setup,1155
bsw_enc,14989
bsw_keygen,14586
bsw_dec,40289
bsw_setup,1155
bsw_enc,14953
bsw_keygen,14527
bsw_dec,30036
bsw_setup,1155
bsw_enc,15189
bsw_keygen,14559
bsw_dec,70728
bsw_setup,1155
bsw_enc,15007
bsw_keygen,14570
bsw_dec,63721
bsw_setup,1155
bsw_enc,15024
bsw_keygen,14587
bsw_dec,25371
bsw_setup,1155
bsw_enc,14916
bsw_keygen,14586
bsw_dec,61995
bsw_setup,1155
bsw_enc,15006
bsw_keygen,14572
bsw_dec,60378
bsw_setup,1155
bsw_enc,15050
bsw_keygen,14611
bsw_dec,37076
bsw_setup,1155
bsw_enc,14989
bsw_keygen,14589
bsw_dec,18191
bsw_setup,1155
bsw_enc,15072
bsw_keygen,14570
bsw_dec,40318
bsw_setup,1155
bsw_enc,14935
bsw_keygen,14529
bsw_dec,30065
bsw_setup,1155
bsw_enc,14957
bsw_keygen,14511
bsw_dec,22918
bsw_setup,1155
bsw_enc,15147
bsw_keygen,14587
bsw_dec,18178
bsw_setup,1155
bsw_enc,15096
bsw_keygen,14570
bsw_dec,18582
bsw_setup,1155
bsw_enc,15011
bsw_keygen,14580
bsw_dec,54544
bsw_setup,1155
bsw_enc,14888
bsw_keygen,14577
bsw_dec,21966
bsw_setup,1155
bsw_enc,14948
bsw_keygen,14585
bsw_dec,14808
bsw_setup,1155
bsw_enc,15154
bsw_keygen,14566
bsw_dec,64203
bsw_setup,1155
bsw_enc,14841
bsw_keygen,14613
bsw_dec,22539
bsw_setup,1155
bsw_enc,15003
bsw_keygen,14574
bsw_dec,67246
bsw_setup,1155
bsw_enc,15021
bsw_keygen,14587
bsw_dec,35281
bsw_setup,1155
bsw_enc,14921
bsw_keygen,14599
bsw_dec,22394
bsw_setup,1155
bsw_enc,15036
bsw_keygen,14586
bsw_dec,54911
bsw_setup,1155
bsw_enc,15156
bsw_keygen,14565
bsw_dec,64206
