function,metric
gpsw_setup,2859
gpsw_enc,3421
gpsw_keygen,3929
gpsw_dec,11532
gpsw_setup,2859
gpsw_enc,3422
gpsw_keygen,4014
gpsw_dec,6420
gpsw_setup,2859
gpsw_enc,3422
gpsw_keygen,3958
gpsw_dec,12235
gpsw_setup,2859
gpsw_enc,3422
gpsw_keygen,3984
gpsw_dec,13331
gpsw_setup,2859
gpsw_enc,3421
gpsw_keygen,4005
gpsw_dec,11244
gpsw_setup,2859
gpsw_enc,3421
gpsw_keygen,4036
gpsw_dec,9958
gpsw_setup,2859
gpsw_enc,3422
gpsw_keygen,3954
gpsw_dec,13681
gpsw_setup,2859
gpsw_enc,3421
gpsw_keygen,3933
gpsw_dec,8007
gpsw_setup,2859
gpsw_enc,3421
gpsw_keygen,4037
gpsw_dec,13171
gpsw_setup,2859
gpsw_enc,3421
gpsw_keygen,3907
gpsw_dec,8104
gpsw_setup,2859
gpsw_enc,3421
gpsw_keygen,3973
gpsw_dec,10508
gpsw_setup,2860
gpsw_enc,3422
gpsw_keygen,4075
gpsw_dec,8100
gpsw_setup,2859
gpsw_enc,3422
gpsw_keygen,3985
gpsw_dec,14321
gpsw_setup,2860
gpsw_enc,3422
gpsw_keygen,3952
gpsw_dec,10390
gpsw_setup,2859
gpsw_enc,3421
gpsw_keygen,4066
gpsw_dec,12812
gpsw_setup,2859
gpsw_enc,3422
gpsw_keygen,4015
gpsw_dec,10783
gpsw_setup,2859
gpsw_enc,3421
gpsw_keygen,3976
gpsw_dec,10630
gpsw_setup,2859
gpsw_enc,3422
gpsw_keygen,4034
gpsw_dec,13946
gpsw_setup,2859
gpsw_enc,3421
gpsw_keygen,4069
gpsw_dec,13204
gpsw_setup,2859
gpsw_enc,3421
gpsw_keygen,4033
gpsw_dec,7338
gpsw_setup,2859
gpsw_enc,3421
gpsw_keygen,3954
gpsw_dec,7739
gpsw_setup,2859
gpsw_enc,3421
gpsw_keygen,4089
gpsw_dec,12063
gpsw_setup,2859
gpsw_enc,3421
gpsw_keygen,4103
gpsw_dec,15013
gpsw_setup,2859
gpsw_enc,3422
gpsw_keygen,3972
gpsw_dec,7738
gpsw_setup,2859
gpsw_enc,3422
gpsw_keygen,3885
gpsw_dec,10383
gpsw_setup,2859
gpsw_enc,3421
gpsw_keygen,4070
gpsw_dec,12061
gpsw_setup,2859
gpsw_enc,3422
gpsw_keygen,4036
gpsw_dec,15423
gpsw_setup,2859
gpsw_enc,3421
gpsw_keygen,3971
gpsw_dec,9717
gpsw_setup,2859
gpsw_enc,3422
gpsw_keygen,3950
gpsw_dec,8006
gpsw_setup,2859
gpsw_enc,3421
gpsw_keygen,4017
gpsw_dec,12620
