function,metric
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16179
gpsw_dec,21301
gpsw_setup,9182
gpsw_enc,11635
gpsw_keygen,16281
gpsw_dec,18976
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16141
gpsw_dec,28979
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16365
gpsw_dec,65635
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16353
gpsw_dec,65716
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16366
gpsw_dec,76287
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16406
gpsw_dec,74104
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16544
gpsw_dec,76063
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16277
gpsw_dec,32459
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16133
gpsw_dec,24648
gpsw_setup,9182
gpsw_enc,11635
gpsw_keygen,16146
gpsw_dec,32412
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16786
gpsw_dec,16689
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16327
gpsw_dec,63504
gpsw_setup,9182
gpsw_enc,11635
gpsw_keygen,16418
gpsw_dec,26283
gpsw_setup,9183
gpsw_enc,11636
gpsw_keygen,16187
gpsw_dec,42069
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,15899
gpsw_dec,30086
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16250
gpsw_dec,48773
gpsw_setup,9182
gpsw_enc,11635
gpsw_keygen,16173
gpsw_dec,38892
gpsw_setup,9182
gpsw_enc,11635
gpsw_keygen,15987
gpsw_dec,19378
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16657
gpsw_dec,93222
gpsw_setup,9182
gpsw_enc,11635
gpsw_keygen,16111
gpsw_dec,38403
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16141
gpsw_dec,53600
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16105
gpsw_dec,26660
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16506
gpsw_dec,18973
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16929
gpsw_dec,103822
gpsw_setup,9182
gpsw_enc,11635
gpsw_keygen,16162
gpsw_dec,36009
gpsw_setup,9182
gpsw_enc,11635
gpsw_keygen,16474
gpsw_dec,21669
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16306
gpsw_dec,16687
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,15944
gpsw_dec,54313
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16180
gpsw_dec,16692
