function,metric
gpsw_setup,1830
gpsw_enc,2102
gpsw_keygen,2025
gpsw_dec,13827
gpsw_setup,1830
gpsw_enc,2102
gpsw_keygen,2044
gpsw_dec,6879
gpsw_setup,1830
gpsw_enc,2102
gpsw_keygen,2007
gpsw_dec,6864
gpsw_setup,1829
gpsw_enc,2102
gpsw_keygen,2017
gpsw_dec,12332
gpsw_setup,1829
gpsw_enc,2102
gpsw_keygen,2069
gpsw_dec,9598
gpsw_setup,1830
gpsw_enc,2102
gpsw_keygen,2013
gpsw_dec,6879
gpsw_setup,1830
gpsw_enc,2102
gpsw_keygen,2045
gpsw_dec,6864
gpsw_setup,1830
gpsw_enc,2102
gpsw_keygen,2007
gpsw_dec,14620
gpsw_setup,1830
gpsw_enc,2102
gpsw_keygen,2041
gpsw_dec,15060
gpsw_setup,1829
gpsw_enc,2102
gpsw_keygen,1983
gpsw_dec,11516
gpsw_setup,1830
gpsw_enc,2102
gpsw_keygen,2059
gpsw_dec,11909
gpsw_setup,1829
gpsw_enc,2102
gpsw_keygen,2026
gpsw_dec,9194
gpsw_setup,1830
gpsw_enc,2102
gpsw_keygen,2094
gpsw_dec,13826
gpsw_setup,1830
gpsw_enc,2102
gpsw_keygen,2055
gpsw_dec,11911
gpsw_setup,1830
gpsw_enc,2102
gpsw_keygen,2053
gpsw_dec,12326
gpsw_setup,1830
gpsw_enc,2102
gpsw_keygen,2046
gpsw_dec,9596
gpsw_setup,1830
gpsw_enc,2102
gpsw_keygen,2029
gpsw_dec,14255
gpsw_setup,1830
gpsw_enc,2102
gpsw_keygen,2035
gpsw_dec,14218
gpsw_setup,1830
gpsw_enc,2102
gpsw_keygen,2060
gpsw_dec,14640
gpsw_setup,1830
gpsw_enc,2102
gpsw_keygen,2045
gpsw_dec,12331
gpsw_setup,1829
gpsw_enc,2101
gpsw_keygen,1971
gpsw_dec,11889
gpsw_setup,1830
gpsw_enc,2102
gpsw_keygen,1972
gpsw_dec,12331
gpsw_setup,1830
gpsw_enc,2102
gpsw_keygen,2045
gpsw_dec,13823
gpsw_setup,1829
gpsw_enc,2102
gpsw_keygen,2010
gpsw_dec,9598
gpsw_setup,1830
gpsw_enc,2102
gpsw_keygen,2048
gpsw_dec,15060
gpsw_setup,1830
gpsw_enc,2102
gpsw_keygen,2026
gpsw_dec,12330
gpsw_setup,1830
gpsw_enc,2102
gpsw_keygen,2074
gpsw_dec,6879
gpsw_setup,1830
gpsw_enc,2102
gpsw_keygen,2037
gpsw_dec,11520
gpsw_setup,1830
gpsw_enc,2102
gpsw_keygen,2018
gpsw_dec,11523
gpsw_setup,1830
gpsw_enc,2102
gpsw_keygen,2057
gpsw_dec,11907
