function,metric
gpsw_setup,6760
gpsw_enc,6408
gpsw_keygen,5664
gpsw_dec,7840
gpsw_setup,6760
gpsw_enc,6408
gpsw_keygen,7352
gpsw_dec,7672
gpsw_setup,6760
gpsw_enc,6408
gpsw_keygen,5504
gpsw_dec,8216
gpsw_setup,6760
gpsw_enc,6408
gpsw_keygen,6400
gpsw_dec,7848
gpsw_setup,6760
gpsw_enc,6408
gpsw_keygen,7392
gpsw_dec,8216
gpsw_setup,6760
gpsw_enc,6408
gpsw_keygen,6152
gpsw_dec,8216
gpsw_setup,6760
gpsw_enc,6408
gpsw_keygen,6192
gpsw_dec,7856
gpsw_setup,6760
gpsw_enc,6408
gpsw_keygen,6256
gpsw_dec,7848
gpsw_setup,6760
gpsw_enc,6408
gpsw_keygen,6656
gpsw_dec,8224
gpsw_setup,6760
gpsw_enc,6408
gpsw_keygen,5760
gpsw_dec,7664
gpsw_setup,6760
gpsw_enc,6408
gpsw_keygen,6720
gpsw_dec,8040
gpsw_setup,6760
gpsw_enc,6408
gpsw_keygen,6592
gpsw_dec,8208
gpsw_setup,6760
gpsw_enc,6408
gpsw_keygen,6488
gpsw_dec,7856
gpsw_setup,6760
gpsw_enc,6408
gpsw_keygen,6656
gpsw_dec,7848
gpsw_setup,6760
gpsw_enc,6408
gpsw_keygen,6440
gpsw_dec,7664
gpsw_setup,6760
gpsw_enc,6408
gpsw_keygen,5096
gpsw_dec,7664
gpsw_setup,6760
gpsw_enc,6408
gpsw_keygen,5416
gpsw_dec,8032
gpsw_setup,6760
gpsw_enc,6408
gpsw_keygen,6680
gpsw_dec,8032
gpsw_setup,6760
gpsw_enc,6408
gpsw_keygen,4928
gpsw_dec,8032
gpsw_setup,6760
gpsw_enc,6408
gpsw_keygen,6536
gpsw_dec,8232
gpsw_setup,6760
gpsw_enc,6408
gpsw_keygen,6928
gpsw_dec,7672
gpsw_setup,6760
gpsw_enc,6408
gpsw_keygen,7248
gpsw_dec,7672
gpsw_setup,6760
gpsw_enc,6408
gpsw_keygen,7184
gpsw_dec,7840
gpsw_setup,6760
gpsw_enc,6408
gpsw_keygen,6168
gpsw_dec,8208
gpsw_setup,6760
gpsw_enc,6408
gpsw_keygen,6344
gpsw_dec,7672
gpsw_setup,6760
gpsw_enc,6408
gpsw_keygen,6680
gpsw_dec,7672
gpsw_setup,6760
gpsw_enc,6408
gpsw_keygen,6808
gpsw_dec,7856
gpsw_setup,6760
gpsw_enc,6408
gpsw_keygen,6992
gpsw_dec,7848
gpsw_setup,6760
gpsw_enc,6408
gpsw_keygen,4528
gpsw_dec,7656
gpsw_setup,6760
gpsw_enc,6408
gpsw_keygen,5936
gpsw_dec,7840
