gpsw_dec_sim,11532
gpsw_dec_sim,6420
gpsw_dec_sim,12235
gpsw_dec_sim,13331
gpsw_dec_sim,11244
gpsw_dec_sim,9958
gpsw_dec_sim,13681
gpsw_dec_sim,8007
gpsw_dec_sim,13171
gpsw_dec_sim,8104
gpsw_dec_sim,10508
gpsw_dec_sim,8100
gpsw_dec_sim,14321
gpsw_dec_sim,10390
gpsw_dec_sim,12812
gpsw_dec_sim,10783
gpsw_dec_sim,10630
gpsw_dec_sim,13946
gpsw_dec_sim,13204
gpsw_dec_sim,7338
gpsw_dec_sim,7739
gpsw_dec_sim,12063
gpsw_dec_sim,15013
gpsw_dec_sim,7738
gpsw_dec_sim,10383
gpsw_dec_sim,12061
gpsw_dec_sim,15423
gpsw_dec_sim,9717
gpsw_dec_sim,8006
gpsw_dec_sim,12620
