function,metric
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16179
gpsw_dec_seq,21301
gpsw_setup,9182
gpsw_enc,11635
gpsw_keygen,16281
gpsw_dec_seq,18976
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16141
gpsw_dec_seq,28979
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16365
gpsw_dec_seq,65635
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16353
gpsw_dec_seq,65716
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16366
gpsw_dec_seq,76287
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16406
gpsw_dec_seq,74104
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16544
gpsw_dec_seq,76063
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16277
gpsw_dec_seq,32459
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16133
gpsw_dec_seq,24648
gpsw_setup,9182
gpsw_enc,11635
gpsw_keygen,16146
gpsw_dec_seq,32412
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16786
gpsw_dec_seq,16689
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16327
gpsw_dec_seq,63504
gpsw_setup,9182
gpsw_enc,11635
gpsw_keygen,16418
gpsw_dec_seq,26283
gpsw_setup,9183
gpsw_enc,11636
gpsw_keygen,16187
gpsw_dec_seq,42069
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,15899
gpsw_dec_seq,30086
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16250
gpsw_dec_seq,48773
gpsw_setup,9182
gpsw_enc,11635
gpsw_keygen,16173
gpsw_dec_seq,38892
gpsw_setup,9182
gpsw_enc,11635
gpsw_keygen,15987
gpsw_dec_seq,19378
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16657
gpsw_dec_seq,93222
gpsw_setup,9182
gpsw_enc,11635
gpsw_keygen,16111
gpsw_dec_seq,38403
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16141
gpsw_dec_seq,53600
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16105
gpsw_dec_seq,26660
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16506
gpsw_dec_seq,18973
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16929
gpsw_dec_seq,103822
gpsw_setup,9182
gpsw_enc,11635
gpsw_keygen,16162
gpsw_dec_seq,36009
gpsw_setup,9182
gpsw_enc,11635
gpsw_keygen,16474
gpsw_dec_seq,21669
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16306
gpsw_dec_seq,16687
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,15944
gpsw_dec_seq,54313
gpsw_setup,9182
gpsw_enc,11636
gpsw_keygen,16180
gpsw_dec_seq,16692
gpsw_dec_sim,0
gpsw_dec_sim,0
gpsw_dec_sim,0
gpsw_dec_sim,0
gpsw_dec_sim,0
gpsw_dec_sim,0
gpsw_dec_sim,0
gpsw_dec_sim,0
gpsw_dec_sim,0
gpsw_dec_sim,0
gpsw_dec_sim,0
gpsw_dec_sim,0
gpsw_dec_sim,0
gpsw_dec_sim,0
gpsw_dec_sim,0
gpsw_dec_sim,0
gpsw_dec_sim,0
gpsw_dec_sim,0
gpsw_dec_sim,0
gpsw_dec_sim,0
gpsw_dec_sim,0
gpsw_dec_sim,0
gpsw_dec_sim,0
gpsw_dec_sim,0
gpsw_dec_sim,0
gpsw_dec_sim,0
gpsw_dec_sim,0
gpsw_dec_sim,0
gpsw_dec_sim,0
gpsw_dec_sim,0

